Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,Coil A Current,Coil B Current
321,321.08,-51,-51.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
322,322.04,-82,-82.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
323,323.08,-110,-110.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
324,324.04,-135,-135.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
325,325.08,-166,-166.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
326,326.04,-190,-190.00,0.00,-0.00,-0.0,0.4,0.6,0.4,0,0
327,327.08,-208,-208.00,0.00,-0.00,-0.0,0.4,0.6,0.4,0,0
328,328.04,-214,-214.00,0.00,-0.00,-0.0,0.4,0.6,0.4,0,0
329,329.08,-214,-214.00,0.00,-0.00,-0.0,0.4,0.6,0.4,0,0
330,330.04,-207,-207.00,0.00,-0.00,-0.0,0.4,0.6,0.4,0,0
331,331.08,-198,-198.00,0.00,-0.00,-0.0,0.4,0.6,0.4,0,0
332,332.04,-182,-182.00,0.00,-0.00,-0.0,0.4,0.6,0.4,0,0
333,333.08,-164,-164.00,0.00,-0.00,-0.0,0.4,0.6,0.4,0,0
334,334.04,-151,-151.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
335,335.08,-135,-135.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
336,336.04,-122,-122.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
337,337.08,-112,-112.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
338,338.04,-110,-110.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
339,339.08,-109,-109.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
340,340.04,-112,-112.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
341,341.08,-120,-120.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
342,342.04,-127,-127.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
343,343.08,-138,-138.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
344,344.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
345,345.08,-155,-155.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
346,346.04,-160,-160.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
347,347.08,-164,-164.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
348,348.04,-165,-165.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
349,349.08,-164,-164.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
350,350.04,-163,-163.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
351,351.08,-160,-160.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
352,352.04,-157,-157.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
353,353.08,-150,-150.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
354,354.04,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
355,355.08,-140,-140.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
356,356.04,-138,-138.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
357,357.08,-136,-136.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
358,358.04,-136,-136.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
359,359.08,-136,-136.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
360,360.04,-138,-138.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
361,361.08,-142,-142.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
362,362.04,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
363,363.08,-147,-147.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
364,364.04,-147,-147.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
365,365.08,-149,-149.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
366,366.04,-150,-150.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
367,367.08,-151,-151.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
368,368.04,-150,-150.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
369,369.08,-149,-149.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
370,370.04,-148,-148.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
371,371.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
372,372.04,-144,-144.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
373,373.08,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
374,374.04,-144,-144.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
375,375.08,-143,-143.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
376,376.04,-143,-143.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
377,377.08,-143,-143.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
378,378.04,-144,-144.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
379,379.08,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
380,380.04,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
381,381.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
382,382.04,-147,-147.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
383,383.08,-147,-147.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
384,384.04,-147,-147.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
385,385.08,-148,-148.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
386,386.04,-147,-147.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
387,387.08,-147,-147.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
388,388.04,-147,-147.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
389,389.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
390,390.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
391,391.08,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
392,392.04,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
393,393.08,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
394,394.04,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
395,395.08,-145,-145.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
396,396.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
397,397.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
398,398.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
399,399.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
400,400.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
401,401.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
402,402.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
403,403.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
404,404.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
405,405.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
406,406.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
407,407.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
408,408.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
409,409.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
410,410.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
411,411.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
412,412.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
413,413.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
414,414.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
415,415.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
416,416.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
417,417.08,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
418,418.04,-146,-146.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
419,419.08,-146,-146.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
420,420.04,-146,-146.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
421,421.08,-145,-145.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
422,422.04,-145,-145.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
423,423.08,-145,-145.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
424,424.04,-144,-144.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
425,425.08,-144,-144.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
426,426.04,-143,-143.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
427,427.08,-143,-143.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
428,428.04,-142,-142.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
429,429.08,-142,-142.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
430,430.04,-141,-141.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
431,431.08,-141,-141.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
432,432.04,-140,-140.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
433,433.08,-140,-140.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
434,434.04,-141,-141.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
435,435.08,-147,-147.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
436,436.04,-163,-163.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
437,437.08,-187,-187.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
438,438.04,-212,-212.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
439,439.08,-249,-249.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
440,440.04,-281,-281.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
441,441.08,-321,-321.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
442,442.04,-349,-349.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
443,443.08,-372,-372.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
444,444.04,-384,-384.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
445,445.08,-388,-388.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
446,446.04,-386,-386.00,0.00,-0.00,-0.0,0.4,0.6,0.5,0,0
447,447.08,-373,-373.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
448,448.04,-358,-358.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
449,449.08,-337,-337.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
450,450.04,-322,-322.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
451,451.08,-304,-304.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
452,452.04,-289,-289.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
453,453.08,-277,-277.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
454,454.04,-270,-270.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
455,455.08,-269,-269.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
456,456.04,-273,-273.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
457,457.08,-282,-282.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
458,458.04,-291,-291.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
459,459.08,-302,-302.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
460,460.04,-311,-311.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
461,461.08,-322,-322.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
462,462.04,-329,-329.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
463,463.08,-333,-333.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
464,464.04,-334,-334.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
465,465.08,-332,-332.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
466,466.04,-327,-327.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
467,467.08,-321,-321.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
468,468.04,-314,-314.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
469,469.08,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
470,470.04,-303,-303.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
471,471.08,-299,-299.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
472,472.04,-297,-297.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
473,473.08,-296,-296.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
474,474.04,-296,-296.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
475,475.08,-299,-299.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
476,476.04,-303,-303.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
477,477.08,-307,-307.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
478,478.04,-311,-311.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
479,479.08,-315,-315.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
480,480.04,-317,-317.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
481,481.08,-318,-318.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
482,482.04,-318,-318.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
483,483.08,-316,-316.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
484,484.04,-314,-314.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
485,485.08,-312,-312.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
486,486.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
487,487.08,-307,-307.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
488,488.04,-305,-305.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
489,489.08,-304,-304.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
490,490.04,-304,-304.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
491,491.08,-304,-304.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
492,492.04,-305,-305.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
493,493.08,-307,-307.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
494,494.04,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
495,495.08,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
496,496.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
497,497.08,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
498,498.04,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
499,499.08,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
500,500.04,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
501,501.08,-311,-311.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
502,502.04,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
503,503.08,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
504,504.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
505,505.08,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
506,506.04,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
507,507.08,-307,-307.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
508,508.04,-307,-307.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
509,509.08,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
510,510.04,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
511,511.08,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
512,512.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
513,513.08,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
514,514.04,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
515,515.08,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
516,516.04,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
517,517.08,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
518,518.04,-310,-310.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
519,519.08,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
520,520.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
521,521.08,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
522,522.04,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
523,523.08,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
524,524.04,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
525,525.08,-308,-308.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
526,526.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
527,527.08,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
528,528.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
529,529.08,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
530,530.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
531,531.08,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
532,532.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
533,533.08,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
534,534.04,-309,-309.00,0.00,-0.00,-0.0,0.4,0.6,0.6,0,0
535,535.08,-309,-309.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
536,536.04,-309,-309.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
537,537.08,-309,-309.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
538,538.04,-308,-308.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
539,539.08,-308,-308.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
540,540.04,-309,-309.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
541,541.08,-308,-308.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
542,542.04,-307,-307.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
543,543.08,-306,-306.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
544,544.04,-306,-306.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
545,545.08,-307,-307.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
546,546.04,-306,-306.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
547,547.08,-305,-305.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
548,548.04,-304,-304.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
549,549.08,-304,-304.00,0.00,-0.00,-0.0,0.5,0.5,0.5,0,0
550,550.04,-304,-304.00,0.00,-0.00,-0.0,0.5,0.4,0.6,0,0
551,551.08,-313,-313.00,0.00,-0.00,-0.0,0.5,0.4,0.6,0,0
552,552.04,-328,-328.00,0.00,-0.00,-0.0,0.5,0.4,0.6,0,0
553,553.08,-351,-351.00,0.00,-0.00,-0.0,0.5,0.4,0.6,0,0
554,554.04,-382,-382.00,0.00,-0.00,-0.0,0.5,0.4,0.6,0,0
555,555.08,-416,-416.00,0.00,-0.00,-0.0,0.5,0.4,0.6,0,0
556,556.04,-453,-453.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
557,557.08,-483,-483.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
558,558.04,-511,-511.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
559,559.08,-532,-532.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
560,560.04,-543,-543.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
561,561.08,-546,-546.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
562,562.04,-543,-543.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
563,563.08,-532,-532.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
564,564.04,-514,-514.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
565,565.08,-495,-495.00,0.00,-0.00,-0.0,0.4,0.5,0.6,0,0
566,566.04,-475,-475.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
567,567.08,-457,-457.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
568,568.04,-442,-442.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
569,569.08,-432,-432.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
570,570.04,-427,-427.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
571,571.08,-428,-428.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
572,572.04,-432,-432.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
573,573.08,-441,-441.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
574,574.04,-452,-452.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
575,575.08,-464,-464.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
576,576.04,-475,-475.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
577,577.08,-484,-484.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
578,578.04,-487,-487.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
579,579.08,-491,-491.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
580,580.04,-491,-491.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
581,581.08,-488,-488.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
582,582.04,-482,-482.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
583,583.08,-474,-474.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
584,584.04,-466,-466.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
585,585.08,-462,-462.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
586,586.04,-459,-459.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
587,587.08,-454,-454.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
588,588.04,-453,-453.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
589,589.08,-453,-453.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
590,590.04,-453,-453.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
591,591.08,-457,-457.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
592,592.04,-460,-460.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
593,593.08,-464,-464.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
594,594.04,-469,-469.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
595,595.08,-472,-472.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
596,596.04,-474,-474.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
597,597.08,-475,-475.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
598,598.04,-475,-475.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
599,599.08,-473,-473.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
600,600.04,-470,-470.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
601,601.08,-467,-467.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
602,602.04,-464,-464.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
603,603.08,-462,-462.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
604,604.04,-460,-460.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
605,605.08,-459,-459.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
606,606.04,-460,-460.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
607,607.08,-461,-461.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
608,608.04,-462,-462.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
609,609.08,-462,-462.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
610,610.04,-464,-464.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
611,611.08,-465,-465.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
612,612.04,-467,-467.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
613,613.08,-468,-468.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
614,614.04,-468,-468.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
615,615.08,-468,-468.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
616,616.04,-467,-467.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
617,617.08,-466,-466.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
618,618.04,-465,-465.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
619,619.08,-463,-463.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
620,620.04,-463,-463.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
621,621.08,-462,-462.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
622,622.04,-462,-462.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
623,623.08,-462,-462.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
624,624.04,-462,-462.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
625,625.08,-463,-463.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
626,626.04,-464,-464.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
627,627.08,-465,-465.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
628,628.04,-465,-465.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
629,629.08,-466,-466.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
630,630.04,-466,-466.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
631,631.08,-466,-466.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
632,632.04,-467,-467.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
633,633.08,-467,-467.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
634,634.04,-466,-466.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
635,635.08,-465,-465.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
636,636.04,-465,-465.00,0.00,-0.00,-0.0,0.4,0.4,0.6,0,0
