Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,Coil A Current,Coil B Current
971,971.09,-170,-170.00,171.00,-1.19,21.5,0.5,0.5,0.5,3573,0
972,972.04,-171,-171.00,171.00,-0.38,14.4,0.5,0.5,0.5,3570,3
973,973.09,-171,-171.00,171.00,-0.59,1.9,0.5,0.5,0.5,3570,7
974,974.04,-171,-171.00,171.00,-0.78,-1.3,0.5,0.5,0.5,3570,3
975,975.08,-171,-171.00,171.00,-0.99,-2.3,0.5,0.5,0.5,3570,-1
976,976.04,-170,-170.00,172.00,-2.18,-8.6,0.5,0.5,0.5,3573,-5
977,977.09,-169,-169.00,172.00,-3.39,-10.2,0.5,0.5,0.5,3576,-9
978,978.04,-168,-168.00,172.00,-4.58,-10.6,0.5,0.5,0.5,3579,-13
979,979.08,-167,-167.00,172.00,-5.79,-11.2,0.5,0.5,0.5,3582,-17
980,980.04,-167,-167.00,172.00,-5.98,-6.9,0.5,0.5,0.5,3582,-21
981,981.08,-168,-168.00,173.00,-5.19,0.1,0.5,0.5,0.5,3579,-19
982,982.04,-170,-170.00,173.00,-3.38,7.8,0.5,0.5,0.5,3573,-15
983,983.08,-173,-173.00,173.00,-0.59,19.9,0.5,0.5,0.5,3564,-11
984,984.05,-176,-176.00,173.00,2.22,29.5,0.5,0.5,0.5,3555,-7
985,985.09,-178,-178.00,173.00,4.01,22.6,0.5,0.5,0.5,3549,-3
986,986.04,-180,-180.00,174.00,5.82,25.2,0.5,0.5,0.5,3542,1
987,987.08,-181,-181.00,174.00,6.61,15.8,0.5,0.5,0.5,3539,5
988,988.05,-181,-181.00,174.00,6.42,5.3,0.5,0.5,0.5,3539,9
989,989.08,-181,-181.00,174.00,6.21,2.1,0.5,0.5,0.5,3539,10
990,990.04,-180,-180.00,174.00,5.02,-5.9,0.5,0.5,0.5,3542,6
991,991.08,-178,-178.00,175.00,2.81,-14.2,0.5,0.5,0.5,3549,2
992,992.04,-176,-176.00,175.00,0.62,-17.9,0.5,0.5,0.5,3555,-2
993,993.08,-173,-173.00,175.00,-2.59,-27.6,0.5,0.5,0.5,3564,-6
994,994.05,-171,-171.00,175.00,-4.78,-27.8,0.5,0.5,0.5,3570,-10
995,995.08,-170,-170.00,175.00,-5.99,-16.8,0.5,0.5,0.5,3573,-14
996,996.05,-169,-169.00,176.00,-7.18,-13.4,0.5,0.5,0.5,3576,-18
997,997.08,-169,-169.00,176.00,-7.39,-7.8,0.5,0.5,0.5,3576,-22
998,998.04,-171,-171.00,176.00,-5.58,12.9,0.5,0.5,0.5,3570,-21
999,999.08,-171,-171.00,176.00,-5.79,3.3,0.5,0.5,0.5,3570,-19
1000,1000.05,-173,-173.00,176.00,-3.98,10.4,0.5,0.5,0.5,3564,-16
1001,1001.08,-176,-176.00,177.00,-1.19,21.1,0.5,0.5,0.5,3555,-11
1002,1002.05,-178,-178.00,177.00,0.62,10.6,0.5,0.5,0.5,3549,-8
1003,1003.08,-181,-181.00,177.00,3.41,22.4,0.5,0.5,0.5,3539,-3
1004,1004.04,-184,-184.00,177.00,6.22,27.4,0.5,0.5,0.5,3530,0
1005,1005.08,-184,-184.00,177.00,6.01,3.5,0.5,0.5,0.5,3530,5
1006,1006.04,-186,-186.00,178.00,7.82,20.8,0.5,0.5,0.5,3524,8
1007,1007.08,-186,-186.00,178.00,7.61,6.6,0.5,0.5,0.5,3524,13
1008,1008.04,-186,-186.00,178.00,7.42,3.0,0.5,0.5,0.5,3524,14
1009,1009.08,-186,-186.00,178.00,7.21,6.1,0.5,0.5,0.5,3524,13
1010,1010.04,-183,-183.00,178.00,4.02,-23.0,0.5,0.5,0.5,3533,9
1011,1011.08,-180,-180.00,179.00,0.81,-31.5,0.5,0.5,0.5,3542,5
1012,1012.04,-177,-177.00,179.00,-2.38,-34.3,0.5,0.5,0.5,3552,1
1013,1013.08,-175,-175.00,179.00,-4.59,-24.9,0.5,0.5,0.5,3558,-3
1014,1014.05,-173,-173.00,179.00,-6.78,-25.1,0.5,0.5,0.5,3564,-7
1015,1015.08,-170,-170.00,179.00,-9.99,-30.4,0.5,0.5,0.5,3573,-11
1016,1016.04,-168,-168.00,180.00,-12.18,-28.6,0.5,0.5,0.5,3579,-15
1017,1017.08,-167,-167.00,180.00,-13.39,-20.0,0.5,0.5,0.5,3582,-19
1018,1018.04,-167,-167.00,180.00,-13.58,-12.1,0.5,0.5,0.5,3582,-23
1019,1019.08,-169,-169.00,180.00,-11.79,2.8,0.5,0.5,0.5,3576,-18
1020,1020.04,-172,-172.00,180.00,-8.98,19.2,0.5,0.5,0.5,3567,-15
1021,1021.08,-175,-175.00,181.00,-6.19,21.0,0.5,0.5,0.5,3558,-10
1022,1022.04,-179,-179.00,181.00,-2.38,34.8,0.5,0.5,0.5,3545,-7
1023,1023.08,-182,-182.00,181.00,0.41,32.1,0.5,0.5,0.5,3536,-2
1024,1024.05,-182,-182.00,181.00,0.22,4.5,0.5,0.5,0.5,3536,1
1025,1025.08,-185,-185.00,181.00,3.01,23.9,0.5,0.5,0.5,3527,6
1026,1026.05,-186,-186.00,182.00,3.82,15.9,0.5,0.5,0.5,3524,9
1027,1027.08,-186,-186.00,182.00,3.61,3.8,0.5,0.5,0.5,3524,14
1028,1028.04,-186,-186.00,182.00,3.42,0.8,0.5,0.5,0.5,3524,10
1029,1029.08,-184,-184.00,182.00,1.21,-12.6,0.5,0.5,0.5,3530,6
1030,1030.04,-182,-182.00,182.00,-0.98,-17.9,0.5,0.5,0.5,3536,2
1031,1031.08,-179,-179.00,183.00,-4.19,-30.1,0.5,0.5,0.5,3545,-2
1032,1032.04,-177,-177.00,183.00,-6.38,-27.8,0.5,0.5,0.5,3552,-6
1033,1033.08,-175,-175.00,183.00,-8.59,-24.7,0.5,0.5,0.5,3558,-10
1034,1034.04,-173,-173.00,183.00,-10.78,-28.2,0.5,0.5,0.5,3564,-14
1035,1035.08,-173,-173.00,183.00,-10.99,-12.9,0.5,0.5,0.5,3564,-18
1036,1036.04,-173,-173.00,184.00,-11.18,-9.2,0.5,0.5,0.5,3564,-22
1037,1037.08,-173,-173.00,184.00,-11.39,-3.0,0.5,0.5,0.5,3564,-25
1038,1038.05,-176,-176.00,184.00,-8.58,21.9,0.5,0.5,0.5,3555,-21
1039,1039.08,-180,-180.00,184.00,-4.79,35.6,0.5,0.5,0.5,3542,-17
1040,1040.04,-184,-184.00,184.00,-0.98,39.5,0.5,0.5,0.5,3530,-13
1041,1041.08,-187,-187.00,185.00,1.81,30.2,0.5,0.5,0.5,3521,-9
1042,1042.04,-191,-191.00,185.00,5.62,44.1,0.5,0.5,0.5,3509,-5
1043,1043.09,-194,-194.00,185.00,8.41,33.3,0.5,0.5,0.5,3499,-1
1044,1044.04,-197,-197.00,185.00,11.22,31.3,0.5,0.5,0.5,3490,3
1045,1045.08,-200,-200.00,185.00,14.01,31.3,0.5,0.5,0.5,3481,7
1046,1046.04,-200,-200.00,186.00,13.82,5.1,0.5,0.5,0.5,3481,11
1047,1047.08,-200,-200.00,186.00,13.61,4.9,0.5,0.5,0.5,3481,15
1048,1048.04,-200,-200.00,186.00,13.42,4.7,0.5,0.5,0.5,3481,18
1049,1049.08,-198,-198.00,186.00,11.21,-8.5,0.5,0.5,0.5,3487,15
1050,1050.04,-197,-197.00,186.00,10.02,-8.5,0.5,0.5,0.5,3490,11
1051,1051.09,-195,-195.00,187.00,7.81,-13.7,0.5,0.5,0.5,3496,7
1052,1052.04,-192,-192.00,187.00,4.62,-27.2,0.5,0.5,0.5,3506,3
1053,1053.08,-188,-188.00,187.00,0.41,-37.7,0.5,0.5,0.5,3518,-1
1054,1054.04,-185,-185.00,187.00,-2.78,-36.8,0.5,0.5,0.5,3527,-5
1055,1055.08,-184,-184.00,187.00,-3.99,-26.4,0.5,0.5,0.5,3530,-9
1056,1056.04,-184,-184.00,188.00,-4.18,-4.0,0.5,0.5,0.5,3530,-13
1057,1057.08,-183,-183.00,188.00,-5.39,-11.3,0.5,0.5,0.5,3533,-17
1058,1058.04,-183,-183.00,188.00,-5.58,-6.7,0.5,0.5,0.5,3533,-21
1059,1059.09,-183,-183.00,188.00,-5.79,1.0,0.5,0.5,0.5,3533,-24
1060,1060.05,-185,-185.00,188.00,-3.98,12.8,0.5,0.5,0.5,3527,-20
1061,1061.09,-190,-190.00,189.00,0.81,38.8,0.5,0.5,0.5,3512,-16
1062,1062.04,-192,-192.00,189.00,2.62,20.6,0.5,0.5,0.5,3506,-12
1063,1063.08,-197,-197.00,189.00,7.41,44.8,0.5,0.5,0.5,3490,-8
1064,1064.04,-199,-199.00,189.00,9.22,28.9,0.5,0.5,0.5,3484,-4
1065,1065.08,-203,-203.00,189.00,13.01,41.8,0.5,0.5,0.5,3472,0
1066,1066.04,-206,-206.00,190.00,15.82,40.8,0.5,0.5,0.5,3463,4
1067,1067.08,-209,-209.00,190.00,18.61,40.4,0.5,0.5,0.5,3453,8
1068,1068.04,-208,-208.00,190.00,17.42,9.2,0.5,0.5,0.5,3456,12
1069,1069.08,-209,-209.00,190.00,18.21,12.1,0.5,0.5,0.5,3453,16
1070,1070.04,-209,-209.00,190.00,18.02,8.4,0.5,0.5,0.5,3453,20
1071,1071.08,-209,-209.00,191.00,17.81,2.6,0.5,0.5,0.5,3453,21
1072,1072.04,-206,-206.00,191.00,14.62,-15.1,0.5,0.5,0.5,3463,17
1073,1073.08,-203,-203.00,191.00,11.41,-20.0,0.5,0.5,0.5,3472,13
1074,1074.04,-199,-199.00,191.00,7.22,-36.7,0.5,0.5,0.5,3484,9
1075,1075.09,-196,-196.00,191.00,4.01,-32.9,0.5,0.5,0.5,3493,5
1076,1076.04,-192,-192.00,192.00,-0.18,-42.3,0.5,0.5,0.5,3506,1
1077,1077.08,-190,-190.00,192.00,-2.39,-29.3,0.5,0.5,0.5,3512,-3
1078,1078.04,-188,-188.00,192.00,-4.58,-30.1,0.5,0.5,0.5,3518,-7
1079,1079.09,-185,-185.00,192.00,-7.79,-35.4,0.5,0.5,0.5,3527,-11
1080,1080.04,-184,-184.00,192.00,-8.98,-21.0,0.5,0.5,0.5,3530,-15
1081,1081.08,-183,-183.00,193.00,-10.19,-14.4,0.5,0.5,0.5,3533,-19
1082,1082.04,-184,-184.00,193.00,-9.38,3.9,0.5,0.5,0.5,3530,-23
1083,1083.08,-186,-186.00,193.00,-7.59,14.6,0.5,0.5,0.5,3524,-18
1084,1084.05,-189,-189.00,193.00,-4.78,25.1,0.5,0.5,0.5,3515,-15
1085,1085.09,-193,-193.00,193.00,-0.99,33.0,0.5,0.5,0.5,3502,-10
1086,1086.05,-195,-195.00,194.00,0.82,30.0,0.5,0.5,0.5,3496,-7
1087,1087.08,-199,-199.00,194.00,4.61,37.2,0.5,0.5,0.5,3484,-2
1088,1088.04,-202,-202.00,194.00,7.42,32.9,0.5,0.5,0.5,3475,1
1089,1089.08,-203,-203.00,194.00,8.21,17.8,0.5,0.5,0.5,3472,6
1090,1090.04,-205,-205.00,194.00,10.02,19.3,0.5,0.5,0.5,3466,9
1091,1091.08,-205,-205.00,195.00,9.81,12.1,0.5,0.5,0.5,3466,14
1092,1092.04,-205,-205.00,195.00,9.62,5.4,0.5,0.5,0.5,3466,17
1093,1093.08,-204,-204.00,195.00,8.41,-5.8,0.5,0.5,0.5,3469,15
1094,1094.04,-202,-202.00,195.00,6.22,-15.2,0.5,0.5,0.5,3475,11
1095,1095.08,-199,-199.00,195.00,3.01,-25.5,0.5,0.5,0.5,3484,7
1096,1096.04,-196,-196.00,196.00,-0.18,-30.3,0.5,0.5,0.5,3493,3
1097,1097.08,-193,-193.00,196.00,-3.39,-31.0,0.5,0.5,0.5,3502,-1
1098,1098.04,-190,-190.00,196.00,-6.58,-35.3,0.5,0.5,0.5,3512,-5
1099,1099.08,-188,-188.00,196.00,-8.79,-25.6,0.5,0.5,0.5,3518,-9
1100,1100.04,-186,-186.00,196.00,-10.98,-24.7,0.5,0.5,0.5,3524,-13
1101,1101.08,-185,-185.00,197.00,-12.19,-17.7,0.5,0.5,0.5,3527,-17
1102,1102.04,-185,-185.00,197.00,-12.38,-11.0,0.5,0.5,0.5,3527,-21
1103,1103.08,-187,-187.00,197.00,-10.59,6.6,0.5,0.5,0.5,3521,-18
1104,1104.04,-190,-190.00,197.00,-7.78,23.8,0.5,0.5,0.5,3512,-14
1105,1105.08,-193,-193.00,197.00,-4.99,26.8,0.5,0.5,0.5,3502,-10
1106,1106.05,-194,-194.00,198.00,-4.18,5.4,0.5,0.5,0.5,3499,-6
1107,1107.08,-198,-198.00,198.00,-0.39,29.6,0.5,0.5,0.5,3487,-2
1108,1108.04,-201,-201.00,198.00,2.42,34.9,0.5,0.5,0.5,3478,2
1109,1109.09,-203,-203.00,198.00,4.21,23.9,0.5,0.5,0.5,3472,6
1110,1110.04,-205,-205.00,198.00,6.02,23.4,0.5,0.5,0.5,3466,10
1111,1111.08,-206,-206.00,199.00,6.81,18.0,0.5,0.5,0.5,3463,14
1112,1112.04,-205,-205.00,199.00,5.62,-5.8,0.5,0.5,0.5,3466,17
1113,1113.08,-204,-204.00,199.00,4.41,-9.2,0.5,0.5,0.5,3469,12
1114,1114.04,-202,-202.00,199.00,2.22,-17.7,0.5,0.5,0.5,3475,9
1115,1115.08,-199,-199.00,199.00,-0.99,-27.2,0.5,0.5,0.5,3484,4
1116,1116.04,-196,-196.00,200.00,-4.18,-33.9,0.5,0.5,0.5,3493,1
1117,1117.08,-193,-193.00,200.00,-7.39,-37.9,0.5,0.5,0.5,3502,-4
1118,1118.04,-191,-191.00,200.00,-9.58,-31.9,0.5,0.5,0.5,3509,-7
1119,1119.08,-189,-189.00,200.00,-11.79,-28.2,0.5,0.5,0.5,3515,-12
1120,1120.04,-188,-188.00,200.00,-12.98,-21.0,0.5,0.5,0.5,3518,-15
1121,1121.09,-188,-188.00,201.00,-13.19,-11.9,0.5,0.5,0.5,3518,-20
1122,1122.04,-189,-189.00,201.00,-12.38,-1.3,0.5,0.5,0.5,3515,-20
1123,1123.08,-192,-192.00,201.00,-9.59,20.5,0.5,0.5,0.5,3506,-16
1124,1124.04,-193,-193.00,201.00,-8.78,11.6,0.5,0.5,0.5,3502,-12
1125,1125.08,-196,-196.00,201.00,-5.99,21.0,0.5,0.5,0.5,3493,-8
1126,1126.04,-200,-200.00,202.00,-2.18,35.2,0.5,0.5,0.5,3481,-4
1127,1127.08,-203,-203.00,202.00,0.61,30.6,0.5,0.5,0.5,3472,0
1128,1128.04,-203,-203.00,202.00,0.42,11.0,0.5,0.5,0.5,3472,4
1129,1129.09,-206,-206.00,202.00,3.21,25.3,0.5,0.5,0.5,3463,8
1130,1130.04,-207,-207.00,202.00,4.02,16.3,0.5,0.5,0.5,3459,12
1131,1131.08,-207,-207.00,203.00,3.81,4.0,0.5,0.5,0.5,3459,16
1132,1132.04,-206,-206.00,203.00,2.62,-12.1,0.5,0.5,0.5,3463,12
1133,1133.08,-205,-205.00,203.00,1.41,-11.3,0.5,0.5,0.5,3466,8
1134,1134.04,-203,-203.00,203.00,-0.78,-16.8,0.5,0.5,0.5,3472,4
1135,1135.08,-200,-200.00,203.00,-3.99,-28.3,0.5,0.5,0.5,3481,0
1136,1136.04,-198,-198.00,204.00,-6.18,-28.2,0.5,0.5,0.5,3487,-4
1137,1137.08,-196,-196.00,204.00,-8.39,-24.4,0.5,0.5,0.5,3493,-8
1138,1138.04,-194,-194.00,204.00,-10.58,-30.7,0.5,0.5,0.5,3499,-12
1139,1139.08,-194,-194.00,204.00,-10.79,-13.4,0.5,0.5,0.5,3499,-16
1140,1140.04,-194,-194.00,204.00,-10.98,-9.3,0.5,0.5,0.5,3499,-20
1141,1141.08,-195,-195.00,205.00,-10.19,0.0,0.5,0.5,0.5,3496,-20
1142,1142.04,-196,-196.00,205.00,-9.38,-4.8,0.5,0.5,0.5,3493,-18
1143,1143.08,-199,-199.00,205.00,-6.59,16.6,0.5,0.5,0.5,3484,-15
1144,1144.04,-201,-201.00,205.00,-4.78,21.5,0.5,0.5,0.5,3478,-11
1145,1145.08,-205,-205.00,205.00,-0.99,31.5,0.5,0.5,0.5,3466,-7
1146,1146.04,-209,-209.00,206.00,2.82,41.0,0.5,0.5,0.5,3453,-3
1147,1147.08,-212,-212.00,206.00,5.61,32.0,0.5,0.5,0.5,3444,1
1148,1148.04,-215,-215.00,206.00,8.42,36.0,0.5,0.5,0.5,3435,5
1149,1149.08,-217,-217.00,206.00,10.21,27.0,0.5,0.5,0.5,3429,9
1150,1150.04,-218,-218.00,206.00,11.02,16.2,0.5,0.5,0.5,3426,13
1151,1151.08,-219,-219.00,207.00,11.81,12.2,0.5,0.5,0.5,3423,17
1152,1152.04,-218,-218.00,207.00,10.62,-3.0,0.5,0.5,0.5,3426,18
1153,1153.08,-216,-216.00,207.00,8.41,-16.2,0.5,0.5,0.5,3432,13
1154,1154.04,-214,-214.00,207.00,6.22,-18.7,0.5,0.5,0.5,3438,10
1155,1155.08,-211,-211.00,207.00,3.01,-24.2,0.5,0.5,0.5,3447,5
1156,1156.04,-210,-210.00,208.00,1.82,-19.3,0.5,0.5,0.5,3450,2
1157,1157.09,-207,-207.00,208.00,-1.39,-26.0,0.5,0.5,0.5,3459,-3
1158,1158.04,-204,-204.00,208.00,-4.58,-36.0,0.5,0.5,0.5,3469,-6
1159,1159.08,-202,-202.00,208.00,-6.79,-32.7,0.5,0.5,0.5,3475,-11
1160,1160.04,-201,-201.00,208.00,-7.98,-25.0,0.5,0.5,0.5,3478,-14
1161,1161.08,-201,-201.00,209.00,-8.19,-11.0,0.5,0.5,0.5,3478,-19
1162,1162.04,-202,-202.00,209.00,-7.38,-1.1,0.5,0.5,0.5,3475,-17
1163,1163.08,-203,-203.00,209.00,-6.59,4.7,0.5,0.5,0.5,3472,-16
1164,1164.04,-205,-205.00,209.00,-4.78,13.9,0.5,0.5,0.5,3466,-12
1165,1165.08,-209,-209.00,209.00,-0.99,30.3,0.5,0.5,0.5,3453,-8
1166,1166.04,-212,-212.00,210.00,1.82,29.8,0.5,0.5,0.5,3444,-4
1167,1167.08,-215,-215.00,210.00,4.61,27.3,0.5,0.5,0.5,3435,0
1168,1168.04,-218,-218.00,210.00,7.42,29.9,0.5,0.5,0.5,3426,4
1169,1169.08,-220,-220.00,210.00,9.21,21.3,0.5,0.5,0.5,3419,8
1170,1170.04,-220,-220.00,210.00,9.02,2.9,0.5,0.5,0.5,3419,11
1171,1171.09,-221,-221.00,211.00,9.81,11.1,0.5,0.5,0.5,3416,12
1172,1172.04,-221,-221.00,211.00,9.62,5.1,0.5,0.5,0.5,3416,16
1173,1173.08,-220,-220.00,211.00,8.41,-1.4,0.5,0.5,0.5,3419,13
1174,1174.04,-218,-218.00,211.00,6.22,-13.1,0.5,0.5,0.5,3426,9
1175,1175.08,-216,-216.00,211.00,4.01,-16.1,0.5,0.5,0.5,3432,5
1176,1176.04,-213,-213.00,212.00,0.82,-29.4,0.5,0.5,0.5,3441,1
1177,1177.09,-211,-211.00,212.00,-1.39,-26.9,0.5,0.5,0.5,3447,-3
1178,1178.04,-210,-210.00,212.00,-2.58,-16.2,0.5,0.5,0.5,3450,-7
1179,1179.09,-208,-208.00,212.00,-4.79,-20.3,0.5,0.5,0.5,3456,-11
1180,1180.04,-208,-208.00,212.00,-4.98,-9.1,0.5,0.5,0.5,3456,-15
1181,1181.08,-208,-208.00,213.00,-5.19,-5.8,0.5,0.5,0.5,3456,-19
1182,1182.04,-209,-209.00,213.00,-4.38,1.9,0.5,0.5,0.5,3453,-19
1183,1183.08,-212,-212.00,213.00,-1.59,19.6,0.5,0.5,0.5,3444,-15
1184,1184.04,-215,-215.00,213.00,1.22,25.3,0.5,0.5,0.5,3435,-11
1185,1185.08,-219,-219.00,213.00,5.01,37.9,0.5,0.5,0.5,3423,-7
1186,1186.04,-222,-222.00,214.00,7.82,36.8,0.5,0.5,0.5,3413,-3
1187,1187.08,-225,-225.00,214.00,10.61,35.0,0.5,0.5,0.5,3404,2
1188,1188.04,-227,-227.00,214.00,12.42,26.2,0.5,0.5,0.5,3398,5
1189,1189.08,-227,-227.00,214.00,12.21,13.0,0.5,0.5,0.5,3398,9
1190,1190.05,-229,-229.00,214.00,14.02,23.9,0.5,0.5,0.5,3392,13
1191,1191.08,-229,-229.00,215.00,13.81,9.7,0.5,0.5,0.5,3392,17
1192,1192.04,-228,-228.00,215.00,12.62,-7.1,0.5,0.5,0.5,3395,21
1193,1193.08,-227,-227.00,215.00,11.41,-6.6,0.5,0.5,0.5,3398,17
1194,1194.04,-224,-224.00,215.00,8.22,-22.0,0.5,0.5,0.5,3407,13
1195,1195.08,-221,-221.00,215.00,5.01,-26.6,0.5,0.5,0.5,3416,9
1196,1196.05,-220,-220.00,216.00,3.82,-9.0,0.5,0.5,0.5,3419,5
1197,1197.08,-218,-218.00,216.00,1.61,-8.5,0.5,0.5,0.5,3426,1
1198,1198.04,-216,-216.00,216.00,-0.58,-19.5,0.5,0.5,0.5,3432,-3
1199,1199.08,-214,-214.00,216.00,-2.79,-18.7,0.5,0.5,0.5,3438,-7
1200,1200.04,-212,-212.00,216.00,-4.98,-20.7,0.5,0.5,0.5,3444,-11
1201,1201.08,-211,-211.00,217.00,-6.18,-17.0,0.5,0.5,0.5,3447,-15
1202,1202.04,-212,-212.00,217.00,-5.38,1.5,0.5,0.5,0.5,3444,-17
1203,1203.08,-213,-213.00,217.00,-4.58,4.6,0.5,0.5,0.5,3441,-13
1204,1204.04,-216,-216.00,217.00,-1.78,23.9,0.5,0.5,0.5,3432,-9
1205,1205.08,-219,-219.00,217.00,1.01,31.6,0.5,0.5,0.5,3423,-5
1206,1206.04,-221,-221.00,218.00,2.82,23.5,0.5,0.5,0.5,3416,-1
1207,1207.08,-222,-222.00,218.00,3.61,19.5,0.5,0.5,0.5,3413,3
1208,1208.04,-222,-222.00,218.00,3.42,1.6,0.5,0.5,0.5,3413,6
1209,1209.08,-224,-224.00,218.00,5.22,14.8,0.5,0.5,0.5,3407,9
1210,1210.04,-225,-225.00,218.00,6.02,11.5,0.5,0.5,0.5,3404,13
1211,1211.08,-225,-225.00,219.00,5.81,3.6,0.5,0.5,0.5,3404,16
1212,1212.04,-225,-225.00,219.00,5.62,1.5,0.5,0.5,0.5,3404,12
1213,1213.08,-223,-223.00,219.00,3.41,-17.2,0.5,0.5,0.5,3410,8
1214,1214.04,-222,-222.00,219.00,2.22,-14.4,0.5,0.5,0.5,3413,4
1215,1215.08,-220,-220.00,219.00,0.01,-19.3,0.5,0.5,0.5,3419,0
1216,1216.04,-219,-219.00,220.00,-1.18,-13.4,0.5,0.5,0.5,3423,-4
1217,1217.08,-217,-217.00,220.00,-3.39,-18.5,0.5,0.5,0.5,3429,-8
1218,1218.04,-216,-216.00,220.00,-4.58,-18.7,0.5,0.5,0.5,3432,-12
1219,1219.08,-216,-216.00,220.00,-4.78,-8.1,0.5,0.5,0.5,3432,-16
1220,1220.04,-217,-217.00,220.00,-3.98,0.7,0.5,0.5,0.5,3429,-15
1221,1221.08,-219,-219.00,221.00,-2.18,13.8,0.5,0.5,0.5,3423,-11
1222,1222.04,-221,-221.00,221.00,-0.38,17.3,0.5,0.5,0.5,3416,-7
1223,1223.08,-224,-224.00,221.00,2.41,27.9,0.5,0.5,0.5,3407,-3
1224,1224.04,-226,-226.00,221.00,4.22,26.6,0.5,0.5,0.5,3401,1
1225,1225.08,-228,-228.00,221.00,6.01,25.8,0.5,0.5,0.5,3395,5
1226,1226.04,-229,-229.00,222.00,6.82,16.2,0.5,0.5,0.5,3392,9
1227,1227.08,-230,-230.00,222.00,7.61,12.2,0.5,0.5,0.5,3389,13
1228,1228.04,-230,-230.00,222.00,7.42,4.6,0.5,0.5,0.5,3389,17
1229,1229.08,-229,-229.00,222.00,6.21,-5.4,0.5,0.5,0.5,3392,13
1230,1230.04,-227,-227.00,222.00,4.02,-19.8,0.5,0.5,0.5,3398,9
1231,1231.08,-225,-225.00,223.00,1.82,-25.2,0.5,0.5,0.5,3404,5
1232,1232.04,-223,-223.00,223.00,-0.38,-27.2,0.5,0.5,0.5,3410,1
1233,1233.08,-223,-223.00,223.00,-0.58,-13.7,0.5,0.5,0.5,3410,-3
1234,1234.04,-222,-222.00,223.00,-1.78,-12.9,0.5,0.5,0.5,3413,-7
1235,1235.08,-221,-221.00,223.00,-2.99,-10.4,0.5,0.5,0.5,3416,-11
1236,1236.04,-220,-220.00,224.00,-4.18,-10.4,0.5,0.5,0.5,3419,-15
1237,1237.08,-221,-221.00,224.00,-3.38,7.4,0.5,0.5,0.5,3416,-18
1238,1238.04,-222,-222.00,224.00,-2.58,9.0,0.5,0.5,0.5,3413,-14
1239,1239.08,-224,-224.00,224.00,-0.79,12.6,0.5,0.5,0.5,3407,-10
1240,1240.04,-227,-227.00,224.00,2.02,24.6,0.5,0.5,0.5,3398,-6
1241,1241.08,-230,-230.00,225.00,4.82,30.2,0.5,0.5,0.5,3389,-2
1242,1242.04,-230,-230.00,225.00,4.62,4.3,0.5,0.5,0.5,3389,1
1243,1243.08,-232,-232.00,225.00,6.41,14.9,0.5,0.5,0.5,3383,6
1244,1244.04,-234,-234.00,225.00,8.22,22.2,0.5,0.5,0.5,3376,10
1245,1245.08,-235,-235.00,225.00,9.02,16.7,0.5,0.5,0.5,3373,14
1246,1246.04,-235,-235.00,226.00,8.82,6.4,0.5,0.5,0.5,3373,17
1247,1247.08,-234,-234.00,226.00,7.61,-4.8,0.5,0.5,0.5,3376,16
1248,1248.04,-232,-232.00,226.00,5.42,-19.6,0.5,0.5,0.5,3383,12
1249,1249.08,-230,-230.00,226.00,3.21,-20.7,0.5,0.5,0.5,3389,8
1250,1250.04,-228,-228.00,226.00,1.02,-19.8,0.5,0.5,0.5,3395,4
1251,1251.08,-225,-225.00,227.00,-2.19,-28.1,0.5,0.5,0.5,3404,0
1252,1252.04,-223,-223.00,227.00,-4.38,-27.1,0.5,0.5,0.5,3410,-4
1253,1253.08,-223,-223.00,227.00,-4.58,-17.2,0.5,0.5,0.5,3410,-8
1254,1254.04,-222,-222.00,227.00,-5.78,-18.6,0.5,0.5,0.5,3413,-12
1255,1255.08,-222,-222.00,227.00,-5.98,-8.5,0.5,0.5,0.5,3413,-16
1256,1256.04,-223,-223.00,228.00,-5.18,4.5,0.5,0.5,0.5,3410,-18
1257,1257.08,-225,-225.00,228.00,-3.39,16.1,0.5,0.5,0.5,3404,-14
1258,1258.04,-227,-227.00,228.00,-1.58,18.2,0.5,0.5,0.5,3398,-10
1259,1259.08,-230,-230.00,228.00,1.21,23.3,0.5,0.5,0.5,3389,-6
1260,1260.04,-233,-233.00,228.00,4.02,28.7,0.5,0.5,0.5,3380,-2
1261,1261.08,-234,-234.00,229.00,4.81,6.5,0.5,0.5,0.5,3376,2
1262,1262.04,-236,-236.00,229.00,6.62,20.2,0.5,0.5,0.5,3370,6
1263,1263.08,-237,-237.00,229.00,7.41,12.2,0.5,0.5,0.5,3367,10
1264,1264.04,-238,-238.00,229.00,8.22,9.1,0.5,0.5,0.5,3364,14
1265,1265.08,-239,-239.00,229.00,9.01,7.7,0.5,0.5,0.5,3361,18
1266,1266.04,-238,-238.00,230.00,7.82,-3.1,0.5,0.5,0.5,3364,18
1267,1267.08,-236,-236.00,230.00,5.61,-15.5,0.5,0.5,0.5,3370,13
1268,1268.04,-234,-234.00,230.00,3.42,-19.8,0.5,0.5,0.5,3376,10
1269,1269.08,-231,-231.00,230.00,0.22,-28.1,0.5,0.5,0.5,3386,5
1270,1270.04,-229,-229.00,230.00,-1.98,-23.8,0.5,0.5,0.5,3392,2
